player_name,age,nationality,club,overall,potential,pace,shooting,passing,dribbling,physical,market_value
Cristiano Lewandowski,23,Portugal,AC Milan,57,57,57,55,50,48,61,45218427
Sergio Mahrez,26,Croatia,Arsenal,72,72,89,73,74,70,73,57703029
Marcus Silva,17,Japan,Inter Milan,78,84,78,79,70,56,76,64443580
Diogo Messi,19,Argentina,PSG,72,81,74,73,70,68,67,60586540
Benjamin Gavi,20,England,AC Milan,62,72,49,69,66,55,61,52375009
Neymar Benzema,40,Croatia,Dortmund,58,74,47,60,51,56,64,49991146
Pedri Courtois,34,France,Juventus,57,59,65,57,67,51,65,44830912
Bernardo Fernandes,19,France,PSG,78,79,82,87,94,82,76,62257897
Cristiano Foden,29,Italy,Barcelona,61,61,51,53,81,69,64,47477127
Lionel Mount,23,Portugal,Dortmund,85,91,86,84,93,91,96,69295049
Jan Hernandez,24,Portugal,Juventus,83,93,99,81,82,83,74,68380976
Karim Rice,38,Germany,Sevilla,69,76,68,76,64,61,71,55727817
Mohamed Mount,27,Brazil,Bayern Munich,60,66,55,64,69,55,59,49195282
Thomas Nunez,21,France,Juventus,61,65,66,49,66,58,58,49488953
Ruben Gundogan,35,Spain,Real Madrid,77,77,69,79,66,80,79,61396468
Ilkay Mendy,27,France,AC Milan,62,62,51,51,57,69,63,49716582
Luka Junior,18,USA,Leipzig,76,78,75,85,62,75,74,60101827
Andre Rashford,23,Italy,Inter Milan,71,71,50,72,72,56,76,56293848
Luis Hernandez,27,Portugal,Barcelona,70,73,77,55,74,74,65,56693924
Thomas Salah,30,Japan,Liverpool,75,79,79,72,78,69,75,60710492
Jan Reus,24,Japan,AC Milan,64,68,83,64,69,62,54,50991047
Sergio Pavard,26,Belgium,Bayern Munich,69,74,69,70,70,69,69,55660073
Cristiano Fernandes,17,Croatia,Arsenal,63,67,79,77,57,56,56,51950600
Joao Nunez,38,France,Liverpool,60,60,63,60,70,52,69,46467368
Phil Rice,22,Belgium,Inter Milan,71,79,77,83,75,78,80,58425221
Ederson Di Maria,27,Brazil,Sevilla,63,63,66,67,63,64,78,49160640
Angel De Bruyne,23,Norway,Leipzig,83,90,96,82,87,81,82,68692600
Declan Gundogan,27,Argentina,Liverpool,60,65,43,62,55,51,58,49760906
Angel Dias,34,Uruguay,Liverpool,80,85,72,80,90,74,84,65267516
Rodrygo Courtois,28,Uruguay,PSG,61,65,53,61,68,63,60,49238312
Pedri Ronaldo,27,Italy,Juventus,71,71,64,83,71,74,72,55312522
Joao Rice,28,Portugal,Sevilla,58,66,73,58,50,48,56,48677332
Cristiano Reus,34,Morocco,Liverpool,65,65,68,57,74,66,64,51497884
Declan Modric,20,Italy,Roma,76,79,71,78,75,68,62,61992702
Diogo Haaland,25,Spain,Liverpool,65,72,65,69,65,65,60,53034739
Luis Messi,25,Norway,Atletico Madrid,64,64,61,72,66,65,66,50730336
Neymar Foden,40,Belgium,Liverpool,70,70,55,84,62,70,63,54697891
Robert Fernandes,17,Norway,Real Madrid,76,80,80,86,71,81,85,62039394
Robert Haaland,24,England,Dortmund,69,72,78,65,60,75,79,56287800
Angel Ronaldo,24,Uruguay,PSG,64,65,66,59,59,60,57,51336215
Luka Ronaldo,17,Netherlands,Ajax,67,69,62,63,72,63,62,53019900
Ilkay Mahrez,34,Korea,Juventus,78,81,78,82,78,79,73,63472181
Mohamed Lewandowski,17,Japan,Juventus,71,71,66,64,66,76,60,56504937
Cristiano Becker,22,USA,Dortmund,80,84,86,83,79,86,82,64729392
Erling Haaland,21,Norway,Dortmund,61,62,49,56,56,56,49,48273384
Thomas Reus,29,Portugal,Manchester United,77,77,75,75,78,77,82,60516479
Pedri Rashford,37,England,Bayern Munich,83,88,78,90,96,78,80,68159772
Achraf Alcantara,36,Italy,Ajax,62,66,52,64,48,52,67,49313049
Paul Courtois,24,USA,Real Madrid,77,78,78,76,80,83,72,60860122
Bruno Salah,34,Uruguay,Dortmund,73,75,82,48,69,65,69,57773348
Vinicius De Bruyne,31,Netherlands,Juventus,92,92,91,82,87,93,90,72060413
Diogo Lewandowski,26,Croatia,Sevilla,53,53,64,50,40,48,53,41619079
Sergio Silva,38,Argentina,Arsenal,74,83,77,80,75,64,77,60836897
Sadio Lewandowski,26,England,Barcelona,78,78,67,74,79,80,75,62159179
Andre Camavinga,33,Netherlands,Real Madrid,71,87,83,76,71,73,73,61503487
Lionel Salah,22,Morocco,AC Milan,80,84,88,87,88,86,86,65070260
Mohamed Salah,40,Spain,Atletico Madrid,60,60,58,63,46,64,58,47696287
Luis Felix,21,Norway,Sevilla,74,77,73,67,89,83,73,59668214
Federico Pedri,17,Argentina,Juventus,79,86,75,77,81,65,82,64861490
Riyad Valverde,27,Japan,Manchester City,63,63,56,74,66,65,59,48959974
Jan Haaland,40,USA,Manchester City,71,80,70,74,68,70,65,58691330
Eduardo Fernandes,28,France,Manchester United,72,76,78,72,60,70,64,57529277
Harry Gundogan,19,Uruguay,Leipzig,74,80,70,63,80,79,75,59920761
Declan Benzema,26,Uruguay,Bayern Munich,78,78,69,82,74,74,78,61536487
Phil Mbappe,34,Portugal,Roma,82,82,81,84,81,78,78,64723296
Federico Pogba,35,Italy,Barcelona,50,55,40,45,50,53,49,40330677
Mason Foden,38,Uruguay,Manchester United,78,78,70,86,85,81,78,61265806
Thiago Rice,23,England,Dortmund,62,74,61,72,53,59,63,52942544
Luka Di Maria,30,Norway,Liverpool,60,63,70,53,70,60,56,48326198
Marco Haaland,39,USA,Ajax,63,76,65,63,68,72,57,52727306
Harry Courtois,38,Croatia,Manchester United,72,77,84,70,67,70,82,58288909
Ilkay Mahrez,21,Uruguay,Barcelona,71,75,80,72,68,75,84,58302997
Harry Mahrez,30,Argentina,Manchester United,56,56,53,71,65,58,65,44747166
Marco Busquets,19,Spain,Manchester United,51,59,52,60,52,45,55,42744339
Ilkay Reus,34,Uruguay,Ajax,65,69,63,55,61,59,63,52451810
Declan Courtois,35,Brazil,Bayern Munich,78,83,79,69,70,68,72,62736442
Robert Pogba,30,Portugal,Ajax,68,83,86,69,81,76,70,58855229
Diogo Felix,23,Japan,Atletico Madrid,75,81,73,81,79,77,74,60775569
Marco Mount,37,Korea,Sevilla,82,92,91,83,86,88,84,67950694
Mason Camavinga,24,Portugal,Sevilla,63,64,60,74,56,57,65,50507494
Kylian Junior,26,Brazil,Arsenal,65,76,75,69,61,78,68,53846022
Gavi Fernandes,34,Belgium,Barcelona,82,90,90,85,89,87,78,67934150
Erling Lewandowski,28,Netherlands,Arsenal,62,62,54,63,62,61,60,48480585
Pedri Ronaldo,31,Norway,PSG,70,71,71,79,60,68,75,55551216
Declan Nunez,35,Korea,Real Madrid,77,80,71,74,79,85,70,61337170
Angel Foden,28,Uruguay,Bayern Munich,79,80,75,77,74,77,88,63867501
Robert Gundogan,32,England,Juventus,71,71,66,61,66,73,70,56828242
Andre Gavi,34,USA,Leipzig,69,69,63,65,68,81,83,53674652
Kevin Modric,37,Brazil,Liverpool,67,68,76,74,68,66,71,53333910
Vinicius Felix,28,Portugal,Atletico Madrid,85,87,85,91,75,68,94,67317102
Pedri Hernandez,40,Italy,Real Madrid,71,78,69,78,70,71,68,58893032
Federico Lewandowski,17,Morocco,PSG,78,82,80,76,81,80,78,64098395
Cristiano Felix,25,Norway,Chelsea,67,72,71,73,72,56,62,54260918
Lionel Gundogan,31,Belgium,Manchester United,65,73,80,58,69,59,61,54765733
Luis Mount,33,Germany,Manchester United,60,66,58,53,68,50,61,48256515
Harry Foden,28,Morocco,AC Milan,63,72,57,72,53,75,61,51928156
Jan Pogba,37,Japan,Liverpool,63,75,54,68,68,64,67,53331180
Benjamin Pedri,37,Italy,AC Milan,71,72,65,73,53,79,67,56089698
Luka Hernandez,36,Korea,Manchester City,95,98,99,91,99,88,98,76853499
Darwin De Bruyne,28,Netherlands,Juventus,61,61,68,63,68,67,65,47855492
Diogo Haaland,39,Germany,Chelsea,55,55,49,58,51,59,42,43297971
Bruno Pogba,33,Uruguay,Manchester City,85,86,84,94,77,86,82,67157124
Neymar Pedri,17,Portugal,Liverpool,79,79,75,76,66,78,76,62304667
Marco Silva,20,Argentina,Manchester City,74,74,81,69,69,86,75,57840519
Eduardo Fernandes,34,Portugal,Liverpool,80,82,88,78,86,77,75,64576772
Karim Mahrez,37,Belgium,Barcelona,63,63,77,62,68,69,64,49877533
Kylian Salah,27,Morocco,Manchester United,81,86,77,72,70,97,81,65185148
Erling Nunez,30,France,Roma,64,64,63,55,65,61,68,50265756
Gavi Rice,18,Brazil,Manchester United,72,79,83,76,80,91,79,59361814
Riyad Becker,21,Uruguay,Juventus,62,62,62,64,58,63,60,48850588
Kylian Salah,33,Netherlands,Juventus,71,71,78,80,59,80,66,57122294
Riyad Courtois,34,England,Chelsea,57,57,57,60,59,62,63,44087181
Harry Rashford,23,Spain,Arsenal,56,61,58,58,56,58,52,46433451
Pedri Messi,27,Croatia,Real Madrid,84,84,89,72,89,71,80,67191188
Marco Mendy,19,Germany,Barcelona,74,76,76,72,71,83,87,58987532
David Mahrez,17,Korea,Dortmund,85,87,97,63,84,92,97,67394862
Sergio Pogba,19,Germany,PSG,80,82,77,72,64,83,77,64136425
Federico Valverde,35,Germany,Roma,73,78,79,61,78,73,79,59068798
Jan Kane,25,England,Manchester United,55,56,41,61,50,49,55,43516500
Paul Mbappe,31,Morocco,Dortmund,65,67,73,54,70,60,55,52978782
Bruno Modric,21,France,Ajax,78,82,64,79,83,79,77,63666343
Rodrygo Rashford,18,Germany,Arsenal,69,69,53,56,74,61,56,53913996
Ruben Felix,20,Argentina,Roma,69,72,70,63,73,60,63,56302414
Jude Fernandes,38,Spain,Real Madrid,63,63,63,61,76,60,73,49141496
Erling Camavinga,29,Norway,Manchester United,85,94,88,82,93,70,86,69562612
Andre De Bruyne,30,Japan,Manchester City,86,94,87,83,84,89,77,69613157
Darwin Pogba,38,Brazil,Arsenal,75,76,72,76,72,82,72,58548877
Eduardo Reus,33,Portugal,Dortmund,64,70,65,74,60,56,73,52857145
Luis De Bruyne,24,Korea,Liverpool,70,74,78,67,80,67,69,55945596
Phil Pavard,21,Uruguay,Atletico Madrid,73,73,72,75,76,64,79,58019183
Thomas Hernandez,36,Italy,Inter Milan,90,90,90,92,76,92,96,71361215
Benjamin Fernandes,39,Uruguay,AC Milan,57,63,50,47,57,60,60,46142403
Luka Ronaldo,29,Argentina,Chelsea,51,51,44,45,53,40,43,39822895
Angel Mbappe,26,Portugal,Bayern Munich,70,72,78,72,73,78,75,56853850
Luis Becker,36,Uruguay,Chelsea,78,80,80,76,72,74,79,62670006
Paul Haaland,28,Argentina,Bayern Munich,56,62,52,51,68,59,61,45820463
Benjamin Di Maria,26,France,PSG,70,75,68,65,68,69,69,56060727
Bruno Busquets,37,Brazil,PSG,95,99,94,95,90,85,87,75776774
Luis Alcantara,31,Korea,Roma,68,69,64,62,82,74,60,54844903
Eduardo Mendy,23,Croatia,Bayern Munich,80,91,78,80,80,89,89,67191330
Paul Pogba,30,Belgium,Liverpool,78,88,87,83,65,65,80,63883676
Alisson Foden,21,Spain,Liverpool,61,61,63,52,46,64,63,47544395
Marco Pogba,30,Spain,Inter Milan,73,81,66,68,70,76,83,59864582
Paul Mendy,25,Croatia,Arsenal,76,88,72,86,68,79,70,64205485
Diogo Messi,25,Argentina,PSG,58,58,52,57,56,50,63,46474986
Luis Courtois,40,Croatia,Sevilla,50,56,55,57,41,55,51,40758377
Thiago Ter Stegen,24,Portugal,Leipzig,79,89,80,70,79,81,74,65469789
Harry Hernandez,32,Belgium,Real Madrid,67,72,60,63,71,58,69,54719126
Diogo Haaland,36,Morocco,Liverpool,73,77,76,72,68,71,71,58496232
Declan Rice,18,USA,PSG,52,53,58,61,47,43,47,40713621
Andre Jota,17,USA,Real Madrid,64,69,51,63,73,71,72,52299375
David Dias,32,England,Liverpool,58,64,54,71,63,58,69,47330788
Bruno Salah,21,Belgium,Arsenal,63,63,56,67,64,54,62,49110530
Cristiano Pedri,29,Norway,Dortmund,80,80,70,70,72,73,79,63035523
Diogo Reus,36,Spain,AC Milan,51,55,62,52,40,63,49,41116892
Mason Ronaldo,28,Netherlands,Ajax,55,57,56,67,66,59,56,44293963
Manuel Foden,22,Spain,Ajax,84,88,78,78,90,77,70,67954049
Diogo Valverde,34,France,Atletico Madrid,82,82,76,70,77,83,83,65498332
Mohamed Modric,32,Norway,AC Milan,57,66,63,40,72,55,61,47169580
Benjamin Mount,29,Belgium,Roma,61,64,64,68,54,53,59,50031822
Kevin De Bruyne,23,Morocco,Dortmund,66,66,65,67,60,67,60,52749407
Kevin Benzema,22,Brazil,Manchester City,77,77,76,85,65,70,73,61443882
Erling Silva,19,Norway,Atletico Madrid,74,74,73,78,72,80,68,59458061
Luis Salah,35,Japan,Dortmund,76,78,79,72,87,88,67,60327249
Mohamed Rashford,21,France,Real Madrid,70,77,72,71,73,75,58,57075629
Harry Alcantara,39,Netherlands,Bayern Munich,62,68,50,59,58,57,72,51468286
Marcus Becker,26,Portugal,Roma,80,87,74,75,92,84,65,64726366
Erling Mbappe,25,Morocco,Real Madrid,74,80,79,86,83,83,68,60026568
Darwin Dias,24,Belgium,Juventus,65,70,66,55,73,75,62,52293797
Luis Silva,27,Germany,Juventus,57,63,43,49,58,58,52,46126538
Ilkay Mendy,34,Uruguay,Barcelona,83,90,76,78,71,69,84,68763598
Diogo Foden,30,Belgium,Roma,66,66,68,61,70,65,71,51709486
Marc Messi,26,Germany,Ajax,70,74,71,60,66,59,72,57183627
Ilkay De Bruyne,19,Belgium,Ajax,87,89,92,91,97,86,83,69525331
Karim Fernandes,37,Korea,Barcelona,81,86,81,81,85,82,85,64927989
Phil Ronaldo,27,Croatia,Real Madrid,68,69,74,78,69,86,81,53976556
Angel Messi,34,Brazil,Real Madrid,93,96,99,91,94,95,96,74348571
Achraf Mane,17,Italy,Real Madrid,86,89,83,79,85,84,86,69185782
Paul Junior,38,Morocco,Sevilla,52,63,56,50,47,50,40,44970339
Diogo Di Maria,25,Netherlands,Inter Milan,81,81,85,79,87,83,91,64984664
Cristiano Messi,20,Norway,Inter Milan,95,99,92,98,93,84,96,77753376
Manuel Di Maria,38,Argentina,Atletico Madrid,74,77,62,86,84,77,88,59358108
Pedri Nunez,31,England,Leipzig,65,71,69,76,62,72,69,52801831
Eduardo Messi,27,Korea,Chelsea,81,88,69,87,79,81,75,66745216
Thiago Mbappe,20,Spain,Leipzig,70,71,66,81,66,68,61,56204318
Kylian Becker,31,Belgium,Manchester City,95,99,86,92,91,91,99,77142162
Gavi Courtois,34,France,Atletico Madrid,85,85,77,95,87,93,81,66647733
Jude Alcantara,32,Morocco,Manchester United,77,77,82,67,88,74,79,60230605
Luka Lewandowski,19,Norway,Juventus,81,81,86,76,89,81,68,64807657
Bernardo Jota,22,Belgium,Ajax,72,83,62,69,58,78,68,61242566
Vinicius Foden,21,Portugal,PSG,86,86,84,85,80,83,73,68795416
Diogo Mendy,23,Japan,Roma,64,66,51,55,73,60,65,51103366
Diogo Alcantara,17,Croatia,Bayern Munich,53,57,60,41,40,40,52,42543542
Phil Foden,20,Portugal,Ajax,76,76,77,84,81,77,73,61368227
Bernardo Rice,32,Netherlands,Dortmund,62,64,69,65,53,56,60,49137731
Ederson Ter Stegen,28,Morocco,PSG,63,63,62,61,49,73,54,50324346
Gavi Valverde,23,England,Roma,86,92,92,91,72,85,82,70331941
Mason Hernandez,28,USA,Barcelona,78,85,79,79,79,86,76,63026705
Diogo Suarez,35,Spain,Juventus,82,83,68,87,85,77,69,65651045
Harry Modric,19,Korea,Inter Milan,74,79,88,83,75,76,72,59432234
Angel Pedri,39,Netherlands,Atletico Madrid,78,86,75,77,73,83,80,64712696
Ruben Modric,40,Croatia,Inter Milan,62,65,68,58,70,61,66,50496505
Luka Alcantara,17,Argentina,Ajax,59,59,45,57,51,56,48,46457599
Bruno De Bruyne,29,Spain,Atletico Madrid,50,50,56,51,54,49,50,40234882
Jan Pavard,22,France,PSG,65,65,69,57,63,58,59,52448739
Erling Felix,30,Spain,Ajax,57,62,49,55,60,47,65,47264651
Rodrygo Nunez,31,Brazil,Arsenal,71,86,76,76,62,76,70,60101470
Pedri Salah,20,Spain,Sevilla,52,57,47,47,43,43,51,42125496
Darwin Ronaldo,35,Japan,Barcelona,68,68,62,71,69,60,83,52846749
Darwin Becker,25,Uruguay,AC Milan,57,64,65,66,54,71,64,47133346
Marc Hernandez,24,Netherlands,Bayern Munich,75,77,83,74,73,80,73,60251383
Phil De Bruyne,33,Italy,Real Madrid,63,71,58,61,57,72,66,52395148
Jan Gundogan,30,England,Inter Milan,69,69,71,64,66,85,63,54135422
Thomas Pogba,39,Japan,Inter Milan,66,77,59,72,68,61,77,55681618
Angel Becker,29,Argentina,Leipzig,71,71,74,66,77,59,69,55260623
Karim Valverde,32,Italy,Inter Milan,57,65,54,60,47,49,47,47054039
Diogo Lewandowski,37,Belgium,Manchester City,81,83,96,89,85,78,76,65625324
David Kane,23,Spain,AC Milan,84,90,82,91,83,98,80,68895342
Benjamin Mendy,25,Germany,Manchester City,67,77,63,74,60,71,57,56865249
Karim Gundogan,27,England,Roma,71,73,77,65,86,74,75,57821268
Thomas Ter Stegen,35,England,Arsenal,73,77,70,70,79,64,74,58450243
Riyad Mendy,38,France,Manchester United,74,74,74,67,81,92,66,59350476
Sadio Jota,21,Norway,Atletico Madrid,58,58,53,62,63,47,64,45977550
Darwin De Bruyne,33,Uruguay,PSG,73,74,62,74,84,72,70,58497413
David Gavi,37,England,Manchester United,66,78,65,72,63,61,62,54804220
Kevin Haaland,23,Norway,PSG,75,80,68,85,67,76,74,60091783
Vinicius Alcantara,32,Morocco,Ajax,60,74,73,54,71,40,64,51165932
Kylian Mount,23,Germany,Sevilla,80,93,61,80,80,81,90,67955179
Marcus Benzema,40,Croatia,Bayern Munich,66,66,74,77,57,57,58,51484628
Darwin Gavi,32,Argentina,Manchester United,51,51,40,46,47,57,52,40072232
Jan Rashford,26,Croatia,Inter Milan,70,70,62,68,74,73,71,54624045
Robert Rashford,31,USA,Bayern Munich,94,97,97,99,99,99,85,75426795
Gavi Mount,32,Brazil,Ajax,58,64,44,49,53,62,49,47163804
Harry Di Maria,26,Morocco,PSG,84,86,71,88,93,89,88,67560964
Mason Haaland,39,France,Real Madrid,63,63,58,64,60,52,73,49714301
Andre Mount,39,Belgium,Atletico Madrid,94,97,83,87,97,91,99,74843527
Thomas Ronaldo,34,Netherlands,Real Madrid,75,79,89,59,76,74,81,61302437
Marco Ronaldo,22,Brazil,PSG,95,99,82,99,95,87,99,76654701
Diogo Camavinga,30,Uruguay,Chelsea,78,78,78,83,94,81,66,61313866
Lionel Jota,21,Korea,Chelsea,61,62,56,52,60,65,65,49178912
Kevin Mahrez,32,Brazil,PSG,91,91,95,91,80,89,88,71240492
Marc Pavard,22,Uruguay,AC Milan,60,60,52,49,61,55,53,48221058
Darwin Suarez,25,Argentina,Manchester City,88,95,87,86,84,93,77,71636230
Manuel Busquets,34,Netherlands,Liverpool,92,97,82,91,94,99,99,74323996
Eduardo Suarez,32,Germany,Sevilla,79,95,71,76,88,82,79,67534511
Benjamin Pavard,21,Norway,Liverpool,83,91,87,80,87,77,85,68175114
Erling Hernandez,29,Argentina,Ajax,71,71,67,76,72,65,74,55830396
Rodrygo Mahrez,40,Portugal,Sevilla,69,76,82,69,66,71,60,55788330
Federico Messi,23,Morocco,Liverpool,62,62,55,61,55,65,57,49961131
Karim Busquets,27,Uruguay,Chelsea,83,93,85,91,81,80,84,69635092
Andre Rice,29,Argentina,Real Madrid,70,80,60,59,81,74,69,59165752
Bernardo Foden,35,Norway,Dortmund,72,84,75,63,65,74,67,60462565
Paul Busquets,25,Norway,Juventus,73,75,81,72,68,60,68,59139104
Luis Kane,36,Netherlands,Bayern Munich,67,70,64,75,59,63,67,53658530
Lionel Haaland,28,Italy,Barcelona,83,85,88,77,77,83,78,65469615
Rodrygo Fernandes,17,Korea,PSG,56,62,48,66,40,61,49,46135450
Thiago Busquets,32,Brazil,Inter Milan,83,85,73,93,84,72,75,65672204
Marco Silva,33,Netherlands,Liverpool,64,68,71,62,56,52,62,50816198
Achraf Junior,40,Belgium,Ajax,64,64,79,58,63,74,52,51384195
Lionel Dias,31,Croatia,Atletico Madrid,64,73,52,53,54,79,56,54108185
Rodrygo Valverde,17,Belgium,Inter Milan,85,85,98,88,71,86,80,67938721
Sergio Mane,20,Brazil,Bayern Munich,50,64,46,48,47,48,45,43946490
Lionel Suarez,38,England,Arsenal,69,75,69,66,77,79,64,55479488
Luka Mahrez,38,Belgium,Atletico Madrid,53,58,50,54,51,55,57,42451686
Neymar Silva,26,Korea,Dortmund,80,82,66,78,81,69,76,64022875
Marc Fernandes,33,Uruguay,Manchester City,92,97,98,86,99,88,91,74195535
Gavi Suarez,37,France,Ajax,80,80,74,88,78,81,69,62831122
Alisson Mbappe,40,Portugal,Liverpool,79,92,60,76,87,82,78,67094207
Mason Rashford,37,Argentina,Chelsea,74,74,73,80,74,82,77,59398059
Mason Junior,35,Uruguay,Liverpool,57,59,56,62,47,65,68,44609884
Phil Di Maria,34,France,Sevilla,88,99,89,96,79,76,92,73667066
Angel Camavinga,28,USA,Juventus,75,80,77,69,71,82,70,60912346
Ilkay Becker,25,Norway,Dortmund,64,72,62,63,69,71,65,52853031
Kylian Mendy,34,USA,Chelsea,71,71,81,86,63,57,67,55589875
Jude Mahrez,23,Uruguay,Juventus,73,79,78,69,75,67,72,60038281
Luis Courtois,37,Japan,Bayern Munich,85,96,92,88,77,94,80,70623937
Achraf De Bruyne,29,France,Dortmund,71,71,72,65,75,72,64,55722544
Kevin Nunez,29,England,PSG,73,77,71,68,71,64,72,59849158
Eduardo Fernandes,39,Korea,Juventus,79,92,81,82,61,69,76,67044134
Rodrygo Ronaldo,22,Argentina,Manchester United,65,65,73,62,69,69,71,52120331
Thomas Silva,28,Uruguay,Roma,65,70,76,72,50,68,64,52749057
Robert Suarez,26,Belgium,Arsenal,59,65,50,58,55,67,58,47708965
Mohamed Rice,36,Morocco,Sevilla,79,88,88,85,94,82,85,64271238
Rodrygo Hernandez,33,Norway,Bayern Munich,80,87,75,65,74,93,78,65306330
Bruno Mount,36,France,Leipzig,59,62,73,54,66,51,62,47460814
Riyad Mbappe,17,Korea,Roma,67,83,65,70,72,55,65,58342957
Marc Busquets,29,Italy,Liverpool,72,78,55,68,72,75,76,58330761
Benjamin Gundogan,32,Brazil,Chelsea,60,60,67,72,66,48,50,46697436
Federico Mbappe,23,Spain,Sevilla,58,58,68,56,58,54,58,45564324
Rodrygo De Bruyne,19,Norway,Ajax,65,73,73,67,59,65,68,53417481
Luka Haaland,20,Norway,Dortmund,50,58,59,48,58,40,42,42464784
Kevin Messi,19,Belgium,AC Milan,62,70,55,63,51,57,63,51244490
Cristiano Rashford,32,Italy,Chelsea,69,73,58,62,59,70,75,55619355
Thiago Haaland,23,Argentina,Sevilla,72,74,63,62,75,63,67,58283119
Joao Ter Stegen,20,Italy,PSG,72,81,67,60,79,63,68,59557328
Kevin Di Maria,35,Norway,Arsenal,92,96,99,99,85,97,99,73798718
Mohamed Dias,25,Norway,Inter Milan,65,76,59,61,67,62,64,54765108
Harry Mendy,38,Uruguay,Ajax,81,83,78,74,76,86,84,65032884
Harry Felix,23,France,Atletico Madrid,73,80,63,85,71,74,80,59905226
Karim Becker,19,Belgium,Sevilla,85,89,90,68,77,90,82,68482968
Luis Mane,20,Norway,Manchester United,77,77,99,90,84,90,78,61961660
Eduardo Pavard,26,Germany,Sevilla,71,79,74,66,75,71,68,57934460
Neymar Becker,40,Portugal,AC Milan,76,79,74,87,87,80,80,61279415
Bruno Nunez,36,Uruguay,AC Milan,74,74,70,69,60,78,82,58035729
Eduardo Becker,17,Norway,Roma,65,65,62,66,62,66,77,52537707
Thiago Dias,29,Brazil,Sevilla,87,91,88,89,83,80,83,70385204
Joao Jota,18,Korea,PSG,67,75,76,65,62,70,54,55105868
Marco Valverde,29,Belgium,PSG,92,93,92,92,99,92,93,73096314
Federico Becker,27,Norway,Manchester United,65,72,64,60,70,56,64,53299866
Riyad Reus,28,Norway,Inter Milan,77,85,75,84,81,71,79,62836102
Ruben Mbappe,30,Portugal,Manchester United,72,77,71,76,68,77,59,58685299
Paul Junior,26,Germany,Leipzig,69,71,63,67,82,69,68,55677875
Jan Mahrez,30,Croatia,Roma,79,79,89,85,76,69,92,63325770
David Alcantara,40,Korea,Atletico Madrid,72,73,73,75,65,74,76,57059356
Cristiano Jota,18,Croatia,Juventus,77,81,75,79,67,82,77,61610715
Mason Mount,26,France,Arsenal,72,78,57,57,61,65,71,59192294
Phil Reus,30,Italy,Manchester City,66,67,90,68,60,71,64,53023000
Bruno Salah,35,Portugal,Manchester City,77,90,59,67,62,90,76,63884536
Ruben Pogba,22,Croatia,Leipzig,74,80,86,63,71,71,71,60740741
Joao Valverde,21,Germany,Leipzig,86,89,84,87,68,85,96,68676711
Erling Di Maria,22,Netherlands,Liverpool,68,76,66,69,78,66,66,56686061
David Junior,23,Brazil,Juventus,78,84,74,81,90,60,86,64189719
Bruno De Bruyne,39,Korea,Chelsea,61,61,49,63,67,68,52,47483854
Kylian Reus,18,USA,Sevilla,72,78,82,79,61,67,82,60013436
Mason Mount,27,Spain,Bayern Munich,91,92,77,99,97,80,82,71644919
Pedri Mane,36,Belgium,AC Milan,79,80,88,75,90,75,81,63145849
Robert Pedri,21,France,Arsenal,79,79,74,80,96,91,82,62716477
Marco Mendy,35,Italy,Manchester United,57,65,60,63,58,50,56,46625529
Manuel Camavinga,26,France,Arsenal,68,74,58,62,65,63,61,56285440
Kevin Gavi,31,France,AC Milan,71,73,66,59,75,61,72,56940355
Luka Pedri,38,France,Roma,82,82,87,75,80,73,90,65642562
Robert Reus,17,Morocco,Dortmund,63,74,51,62,73,70,72,53549061
Thiago Busquets,19,Argentina,Manchester United,65,65,52,64,63,69,78,52544493
Bernardo Silva,27,Germany,Inter Milan,74,78,67,75,85,74,78,59266606
Luka Rice,18,England,Liverpool,75,78,75,81,73,77,81,59706498
Kylian Mount,37,Croatia,Dortmund,73,73,55,78,67,65,80,57321759
Ederson Pedri,36,Argentina,Liverpool,59,62,45,62,59,63,59,46380502
Marcus Alcantara,31,Belgium,Sevilla,82,82,76,89,75,79,83,64188947
Angel Gavi,26,Uruguay,Ajax,91,93,89,91,75,99,83,73334333
Mohamed Dias,20,Norway,Bayern Munich,75,77,83,75,71,62,79,60113388
Marcus Di Maria,35,England,Bayern Munich,77,77,64,74,76,79,82,61616869
