player_name,age,nationality,club,league,position,overall,potential,pace,shooting,passing,dribbling,physical,matches,goals,assists,minutes,injury_count,market_value
Kai Pogba,18,Italy,Benfica,Bundesliga,CM,76,76,67,66,77,72,85,48,12,12,3456,1,76240000
Diogo Becker,28,Croatia,Bayern Munich,Ligue 1,CAM,78,86,91,65,83,64,74,28,14,5,1540,3,81340000
Kevin Silva,30,Italy,Inter Milan,Eredivisie,CF,61,65,52,75,69,54,53,37,11,8,2405,2,62550000
Sergio Becker,37,Japan,Benfica,La Liga,ST,76,77,88,80,76,77,89,22,7,5,1958,3,76010000
Luis Rice,30,Belgium,AC Milan,La Liga,CDM,55,55,48,64,70,49,58,11,4,3,671,2,54600000
Phil De Bruyne,38,Argentina,Sevilla,Ligue 1,CB,51,51,59,39,46,46,63,34,8,9,2448,0,50640000
Ilkay Benzema,26,Belgium,Atletico Madrid,Primeira Liga,LM,59,65,74,60,58,60,68,18,4,2,1440,5,61080000
Thomas Junior,30,Japan,Sevilla,Premier League,LB,64,70,69,72,68,66,71,39,12,10,3042,3,66400000
Bruno Reus,29,USA,Bayern Munich,Eredivisie,CDM,68,72,74,66,62,67,57,40,11,8,2800,5,69570000
Federico Rashford,19,Croatia,Real Madrid,Bundesliga,ST,77,78,81,72,77,60,80,45,12,9,3600,3,77620000
Eduardo Mendy,18,Germany,Sevilla,Ligue 1,CDM,78,81,78,85,65,78,77,25,9,6,2100,4,79290000
Diogo Hernandez,39,Morocco,Ajax,Ligue 1,GK,74,74,57,76,87,87,73,48,19,10,4320,3,74170000
Benjamin Hernandez,38,Portugal,Real Madrid,Serie A,LW,76,83,64,78,78,64,80,46,16,13,3818,3,78840000
Kevin Lewandowski,26,Morocco,Dortmund,La Liga,ST,76,85,70,81,83,77,76,33,11,7,1749,3,79630000
Achraf Felix,36,Belgium,Bayern Munich,Ligue 1,ST,64,64,67,73,60,59,65,45,13,8,3015,1,63930000
Federico Mane,29,Korea,Juventus,Serie A,ST,69,75,79,83,57,67,62,37,15,11,2775,3,71570000
Harry Becker,34,Chile,Al Nassr,Premier League,GK,74,76,58,74,74,54,64,19,4,0,1634,5,74320000
Rodrygo Courtois,29,Colombia,Liverpool,Saudi League,RB,56,64,79,47,61,42,60,35,11,7,1960,4,59170000
Kai Rice,17,Korea,Real Madrid,La Liga,CM,74,80,61,70,77,58,99,40,12,11,2680,2,76660000
David Camavinga,21,England,Porto,Eredivisie,GK,80,83,87,76,66,69,65,34,8,10,2856,0,81180000
Cristiano Silva,27,Japan,Barcelona,Ligue 1,LB,68,75,73,79,64,58,92,28,14,8,1568,5,70960000
Mohamed Benzema,22,Brazil,Bayern Munich,La Liga,ST,82,82,99,78,86,64,99,18,8,5,1080,2,81960000
Robert Becker,18,Spain,Arsenal,Serie A,CB,67,67,59,63,85,68,71,20,10,7,1260,4,67140000
Bernardo Reus,21,Uruguay,Liverpool,La Liga,CF,79,79,92,70,74,88,86,11,3,0,836,0,78730000
Thomas Haaland,23,Belgium,Chelsea,Saudi League,RW,69,77,62,72,69,70,68,35,15,9,1855,2,72490000
Cristiano Alcantara,23,Argentina,Arsenal,Eredivisie,CAM,83,84,78,88,84,91,73,11,1,0,616,5,82990000
Thiago Benzema,29,Portugal,Ajax,Ligue 1,RM,59,66,63,55,55,66,66,43,15,9,3139,5,61970000
Sergio Reus,36,Colombia,Dortmund,Saudi League,CF,79,79,88,68,73,82,71,23,6,4,1633,4,78580000
Ferran Foden,39,Italy,Chelsea,Serie A,RW,63,70,52,53,65,63,77,10,5,7,570,2,65270000
Achraf Pogba,38,Chile,Manchester City,Ligue 1,CM,76,78,76,76,77,84,78,36,13,9,3024,1,76690000
Marc Pavard,19,Brazil,Benfica,Ligue 1,LW,74,77,66,78,77,68,70,30,10,6,2070,5,75320000
Diogo Gundogan,31,Colombia,Atletico Madrid,Premier League,RW,58,58,57,57,52,56,49,22,5,9,1826,2,57630000
Marcus Ronaldo,36,Belgium,Bayern Munich,Ligue 1,CDM,73,75,61,69,81,87,57,11,6,2,836,5,73380000
Josko Nunez,33,Chile,Dortmund,Saudi League,GK,69,69,72,60,56,50,65,28,10,7,1764,1,68840000
Erling Fernandes,24,Uruguay,Liverpool,Serie A,CF,64,64,76,67,73,62,72,24,6,2,1800,3,63820000
Josko Fernandes,36,Belgium,AC Milan,La Liga,CM,82,84,79,82,92,74,89,20,7,7,1440,0,82430000
Josko Mendy,28,Morocco,PSG,Serie A,CDM,85,85,88,84,90,76,85,44,14,11,3520,3,85140000
Joao Haaland,36,Japan,Juventus,Eredivisie,LW,66,66,60,72,79,60,73,50,13,14,3600,4,65930000
Riyad Olmo,23,Norway,Juventus,Saudi League,GK,63,63,57,60,74,76,58,21,5,3,1134,5,62790000
Phil Benzema,39,Belgium,Manchester City,Premier League,CAM,68,68,85,72,78,57,90,26,6,2,1534,4,67520000
Reece Lewandowski,21,USA,Arsenal,Saudi League,LB,64,75,64,57,55,63,66,18,2,2,1458,0,68080000
Angel Jota,31,Colombia,Manchester City,La Liga,CAM,85,85,94,89,88,72,87,14,6,7,714,5,84680000
Achraf Courtois,18,Germany,PSG,Premier League,CM,78,78,87,66,89,80,71,38,14,16,3192,3,78340000
Declan Valverde,26,Chile,Liverpool,Bundesliga,CM,82,88,90,74,86,97,80,19,7,3,1558,2,84230000
David Dias,40,Portugal,Dortmund,Serie A,GK,50,50,52,37,44,42,57,26,11,7,1404,0,49750000
Achraf Lewandowski,32,Morocco,Arsenal,La Liga,LW,70,70,62,69,65,58,71,25,8,6,2175,2,69760000
Reece Junior,28,Belgium,Manchester United,Bundesliga,RB,70,78,66,67,64,79,75,40,11,6,2320,4,73190000
Thiago Haaland,22,Croatia,Arsenal,Ligue 1,CDM,81,85,58,66,81,92,76,19,5,9,1501,4,82410000
Angel Musiala,38,Croatia,Ajax,Ligue 1,RB,68,72,91,65,85,72,57,18,7,3,990,1,69190000
Manuel Modric,22,Croatia,Porto,Serie A,GK,65,65,62,56,63,73,70,29,9,11,2088,1,65010000
Josko Pavard,18,Brazil,Al Hilal,Ligue 1,LM,79,84,91,75,69,84,87,29,9,2,2117,4,81090000
Marco Rice,39,France,Liverpool,Bundesliga,CAM,91,91,67,79,91,99,94,49,15,11,2842,5,90970000
Gavi Olmo,20,France,Real Madrid,Saudi League,GK,69,69,51,69,80,66,82,28,7,5,2408,0,68950000
Pedri Ronaldo,20,Brazil,Benfica,Serie A,CM,54,54,47,53,37,60,35,49,16,10,4116,1,54400000
Luka Messi,21,France,Barcelona,Primeira Liga,LM,68,69,89,66,64,58,61,39,10,10,3432,2,68480000
Luka Hernandez,24,USA,Barcelona,Ligue 1,CB,54,56,47,43,39,66,59,44,17,14,3432,5,55170000
Marc Salah,30,Germany,Ajax,La Liga,CDM,63,69,67,73,66,65,55,17,6,3,1445,4,65100000
Sergio Junior,20,England,Real Madrid,Serie A,LB,75,77,83,74,65,65,71,28,12,4,1484,2,76000000
Marco Jota,25,Chile,Juventus,Bundesliga,RM,77,90,62,67,77,73,63,36,8,9,1944,4,82100000
Pedri Pogba,35,Uruguay,Ajax,Ligue 1,LM,62,70,56,66,61,66,75,14,3,1,700,0,64650000
Marco Ter Stegen,20,Belgium,Porto,Saudi League,CAM,91,91,99,86,99,99,75,15,4,4,1290,1,90800000
Angel Felix,31,England,Porto,Premier League,CF,72,75,64,77,78,81,70,48,18,13,2640,3,73480000
Kevin Foden,23,Norway,Manchester United,Eredivisie,CM,79,94,68,59,93,93,80,45,14,10,4005,3,85240000
Federico Nunez,28,Portugal,PSG,Serie A,CF,75,82,76,74,65,72,58,16,8,3,1248,1,77640000
Alisson Felix,34,Croatia,Manchester City,La Liga,LW,70,75,72,64,79,59,78,44,15,13,3388,1,72070000
Jan Gundogan,22,Portugal,Al Hilal,Ligue 1,CAM,71,74,74,66,77,79,78,44,14,13,3740,2,72460000
Ilkay Salah,18,Norway,Bayern Munich,Serie A,LW,70,70,63,69,63,81,67,39,13,11,3081,3,70290000
Ederson Salah,38,Colombia,Inter Milan,La Liga,CB,69,77,76,60,65,59,77,14,4,3,1008,3,71640000
Darwin Haaland,35,Italy,Manchester United,Eredivisie,RB,67,67,58,73,59,55,73,30,7,5,2370,5,66650000
Sergio Gundogan,40,Uruguay,Atletico Madrid,Bundesliga,CF,64,64,75,61,57,74,56,22,9,6,1650,2,63650000
Lionel Lewandowski,28,USA,Benfica,La Liga,RW,57,58,72,49,55,54,35,23,7,8,1771,5,57190000
Marc Junior,33,Chile,Manchester United,Primeira Liga,CM,66,68,73,62,54,75,71,45,12,13,3825,4,66740000
Thomas Nunez,19,Argentina,Manchester United,Premier League,LB,68,70,60,65,50,41,55,11,4,3,759,3,68620000
Sergio Busquets,19,England,Al Nassr,Serie A,LB,75,76,68,75,76,71,73,27,7,9,1998,3,75370000
Jan Mane,37,Portugal,Barcelona,La Liga,CAM,89,95,74,99,90,88,86,39,12,11,3198,4,91260000
Marcus Mount,37,Belgium,Benfica,Ligue 1,CDM,80,81,71,72,68,87,88,32,11,8,2720,2,80210000
Robert Haaland,24,England,Arsenal,La Liga,CDM,69,69,67,81,79,49,62,12,3,0,732,4,68670000
Robert Rashford,27,USA,Dortmund,La Liga,RW,62,67,59,68,74,62,75,41,15,9,3690,5,64210000
David Messi,34,Colombia,Chelsea,Saudi League,CAM,76,76,82,67,82,69,82,50,16,11,3550,5,76120000
Thomas Messi,20,Argentina,Liverpool,Ligue 1,CB,69,72,65,48,82,75,85,25,7,8,1625,3,70150000
Andre Haaland,30,Spain,Real Madrid,Primeira Liga,LM,73,76,58,91,69,62,73,20,8,1,1540,2,74000000
Paul Olmo,27,Morocco,Al Nassr,Ligue 1,LM,62,65,52,66,78,85,77,48,14,11,3456,5,63360000
Marco Musiala,22,Colombia,Atletico Madrid,Saudi League,LW,74,77,86,84,67,90,90,18,5,1,1116,5,75010000
Harry Musiala,28,Chile,Manchester City,Bundesliga,RW,66,66,48,82,62,66,49,44,12,11,2640,5,66040000
Luka Benzema,22,Japan,Barcelona,Eredivisie,CAM,76,76,70,82,65,77,61,15,3,1,1095,4,75710000
Ederson Jota,40,Norway,Benfica,Serie A,CDM,56,56,56,69,49,52,57,28,9,8,1764,5,55650000
Karim Ronaldo,39,Colombia,Ajax,Eredivisie,CF,61,61,63,46,45,69,58,32,7,11,1856,2,60570000
Eduardo Alcantara,37,England,PSG,Ligue 1,LW,61,62,61,60,58,58,54,50,16,10,2900,3,61460000
Federico Jota,19,Netherlands,Manchester United,Bundesliga,CB,64,64,52,64,43,66,80,31,10,9,2635,1,64120000
Sadio Dias,34,Portugal,Ajax,Ligue 1,RB,66,67,79,53,57,64,58,11,2,2,605,2,65820000
Bernardo Messi,28,Argentina,Arsenal,Saudi League,LM,74,83,70,82,68,75,88,41,13,11,2255,1,77690000
Neymar Alcantara,34,Germany,Arsenal,Serie A,RW,56,56,61,47,49,36,52,23,8,4,1955,2,55720000
Bruno Messi,27,Brazil,Benfica,Ligue 1,CF,64,68,49,46,74,86,60,19,3,6,1501,0,65210000
Achraf Rice,31,Germany,Porto,Premier League,CAM,73,82,70,74,63,68,75,16,3,7,1232,2,76130000
Eduardo Pogba,38,Belgium,Manchester United,Saudi League,LM,78,86,76,94,51,79,57,46,16,11,3680,0,81240000
Erling De Bruyne,34,Italy,Al Nassr,Premier League,RB,69,83,65,58,84,60,56,14,6,3,994,5,74220000
David Rashford,19,Belgium,Benfica,Serie A,LB,50,50,45,55,38,48,51,43,15,12,3139,2,50370000
Luis Felix,40,Spain,Chelsea,Bundesliga,CF,74,79,65,64,84,84,68,33,11,8,1782,2,75750000
Luka Musiala,30,Netherlands,Benfica,Serie A,CAM,72,72,55,74,63,65,64,46,16,10,3634,2,72200000
Ferran Courtois,20,USA,Al Nassr,Eredivisie,CDM,66,66,85,55,47,71,81,23,6,5,1909,2,65900000
Manuel Havertz,18,Uruguay,PSG,Serie A,CF,70,70,72,70,72,71,71,34,11,10,2992,0,70190000
Luis Musiala,39,Morocco,Inter Milan,Bundesliga,RB,50,50,51,35,46,55,57,21,6,6,1113,3,49520000
Pedri Havertz,33,Korea,Barcelona,La Liga,RB,76,78,80,85,66,80,67,11,1,5,836,5,76190000
Marc Haaland,25,Colombia,Ajax,Serie A,RM,69,69,69,57,64,63,71,19,7,6,1083,5,68850000
Thiago Pavard,23,Norway,Ajax,La Liga,CAM,68,73,77,97,57,66,71,25,9,6,1525,3,69990000
Karim Camavinga,26,Morocco,Chelsea,Ligue 1,CAM,79,86,72,75,76,99,56,42,15,8,2100,1,82030000
Kai Foden,34,Uruguay,Benfica,Serie A,CB,61,61,71,50,71,58,59,10,0,5,750,1,60320000
Harry Pogba,21,Japan,Benfica,Primeira Liga,ST,71,71,52,79,71,66,43,17,5,0,1343,2,70830000
Thiago Mount,26,Brazil,Sevilla,Primeira Liga,CB,54,54,40,45,48,42,58,43,13,10,2967,5,54130000
Paul Pavard,33,France,Atletico Madrid,Bundesliga,LM,63,66,69,64,66,72,69,38,13,9,1900,3,64190000
Marcus Messi,37,Belgium,Benfica,Premier League,RB,65,71,61,46,72,79,62,45,13,9,2295,0,67310000
Bruno Mount,32,Argentina,Manchester United,Serie A,LM,80,83,71,67,71,84,68,17,8,4,1275,3,80960000
Angel Mane,18,Italy,Sevilla,Eredivisie,CM,72,78,65,84,67,68,83,35,14,8,1925,0,74740000
Mason Reus,39,Chile,Atletico Madrid,Saudi League,CM,81,82,79,93,95,75,83,23,3,3,1564,2,80770000
Alisson Mahrez,33,USA,Dortmund,La Liga,CB,50,51,42,45,50,42,57,42,13,14,2100,3,50390000
Marc Camavinga,22,Morocco,Juventus,Serie A,LM,74,74,60,77,67,78,80,39,12,5,3198,5,74160000
Riyad Mendy,19,Morocco,Chelsea,Eredivisie,LW,57,62,48,55,61,45,45,15,5,4,960,5,58870000
Riyad Hernandez,24,Belgium,Juventus,La Liga,ST,72,74,85,63,77,70,73,50,19,9,3400,4,73270000
Kylian Salah,28,Brazil,AC Milan,Ligue 1,CB,84,91,72,66,86,73,97,34,8,9,2210,1,86640000
Kevin Becker,37,Japan,Liverpool,Ligue 1,CB,85,88,76,80,94,90,73,22,8,4,1650,3,85860000
Mohamed Alcantara,26,Chile,Dortmund,Primeira Liga,LB,65,75,61,53,55,52,78,19,3,4,1710,5,68630000
Marco Mane,18,Uruguay,Dortmund,Saudi League,CDM,55,57,52,58,61,59,55,45,15,15,2430,5,56190000
Neymar Gundogan,19,Korea,Inter Milan,Primeira Liga,CB,85,94,80,95,72,72,88,12,5,5,984,0,88470000
Kevin Nunez,36,Netherlands,Sevilla,Saudi League,LM,69,73,55,65,91,65,58,37,12,8,1924,2,70480000
Jan Reus,40,Spain,Benfica,La Liga,LW,66,71,75,67,40,62,50,23,8,9,1564,1,67600000
Federico Pavard,21,Netherlands,Al Nassr,Premier League,LW,64,79,56,65,66,73,82,41,10,6,2542,5,70080000
Angel Olmo,36,Morocco,Barcelona,Saudi League,RW,72,77,67,64,81,79,89,12,2,0,816,4,73380000
Mason Benzema,22,Norway,Manchester United,Ligue 1,LB,72,74,72,79,77,59,71,30,9,8,1560,0,72810000
Phil Musiala,36,France,Atletico Madrid,Primeira Liga,CF,82,82,81,96,87,88,70,41,13,9,2255,0,81930000
Ruben Mbappe,37,Spain,Benfica,Ligue 1,CM,88,92,95,88,76,98,98,44,15,12,2772,3,89610000
Paul Mbappe,34,Norway,Porto,Eredivisie,CB,53,53,41,59,72,72,49,12,4,2,996,3,52520000
Andre Hernandez,19,Italy,Ajax,Bundesliga,CB,66,75,70,55,73,72,48,24,9,7,1776,4,69670000
Marc Mbappe,33,Belgium,Al Nassr,Primeira Liga,RB,70,76,63,82,83,75,63,17,10,7,1326,5,72240000
Mohamed Nunez,39,England,Benfica,Serie A,CB,69,69,79,78,63,69,65,27,8,5,2214,0,68620000
Harry Hernandez,31,Japan,PSG,Eredivisie,ST,75,77,63,67,78,77,66,20,5,1,1720,5,75430000
Ruben Mendy,31,Brazil,Manchester United,Premier League,RM,50,50,47,41,72,45,58,23,6,2,1610,3,49680000
Marco Pogba,36,Korea,Juventus,Bundesliga,ST,68,68,54,89,57,48,62,24,6,5,1200,1,67580000
Marcus Suarez,37,Colombia,Chelsea,Eredivisie,LW,64,65,58,75,62,56,60,39,10,7,3510,5,64160000
Marcus Pavard,17,Belgium,Al Hilal,Primeira Liga,CB,71,73,73,64,77,75,87,16,5,2,848,5,71710000
Bruno Mbappe,40,Netherlands,Al Hilal,Premier League,CM,62,63,74,50,65,62,57,16,4,4,1408,5,61800000
Thomas Ter Stegen,38,Uruguay,Chelsea,Serie A,GK,67,67,51,74,72,67,65,40,15,10,3400,5,66990000
Josko Di Maria,30,USA,PSG,Bundesliga,CM,54,54,64,58,51,45,55,37,12,6,2405,4,54000000
Joao Alcantara,30,France,Ajax,Saudi League,CB,56,63,63,61,59,59,35,12,6,0,708,5,58500000
Andre Lewandowski,17,Croatia,Benfica,Premier League,CM,69,73,60,74,72,60,68,28,12,6,2156,2,70860000
Bernardo Dias,31,Germany,Atletico Madrid,Eredivisie,GK,64,75,71,67,52,62,68,18,5,5,1170,1,68030000
Thiago Mahrez,30,England,Sevilla,Eredivisie,ST,74,74,63,66,87,67,66,29,9,7,1508,4,73850000
Jan Foden,32,Japan,Bayern Munich,Serie A,LM,85,85,76,86,77,90,87,35,11,8,2065,4,84910000
Diogo Kane,19,France,Real Madrid,Eredivisie,LB,62,62,66,60,81,66,57,39,12,10,2106,1,62220000
Harry Camavinga,17,Italy,PSG,La Liga,GK,80,80,99,75,75,76,59,43,14,13,2537,0,80360000
Ederson Rice,29,Colombia,Atletico Madrid,Saudi League,RM,84,84,85,95,90,81,79,12,3,1,696,1,83570000
Rodrygo Mendy,19,Germany,Chelsea,Primeira Liga,CB,85,96,83,74,73,83,77,50,17,13,4450,1,89870000
Diogo Lewandowski,30,England,Benfica,Eredivisie,RM,69,75,66,71,63,81,79,19,9,6,1425,5,71250000
Pedri Benzema,19,Chile,Porto,Premier League,CM,77,77,73,82,58,66,59,37,14,7,3182,0,77320000
Jan Di Maria,20,England,Al Nassr,La Liga,RM,66,72,71,53,57,66,72,40,12,5,3200,0,68600000
Rodrygo Ronaldo,21,Croatia,Liverpool,Ligue 1,RM,71,71,74,71,63,69,74,26,8,5,1612,1,70980000
Ederson Reus,28,USA,Sevilla,Eredivisie,LM,70,73,87,69,60,67,74,40,15,9,2520,5,71390000
Kylian Kane,25,France,Barcelona,Saudi League,CM,70,70,61,61,65,69,83,34,10,9,1734,4,70000000
Mason Jota,40,Korea,Al Hilal,Serie A,RW,54,54,54,55,62,63,44,40,15,8,3600,0,53950000
Marco Mendy,37,Japan,Liverpool,Ligue 1,CB,75,76,68,63,76,75,71,50,19,12,3050,0,75610000
Joao Felix,35,Colombia,Juventus,Premier League,CDM,74,76,65,68,75,66,63,30,8,5,1500,3,74500000
Marc Junior,34,Uruguay,PSG,Bundesliga,CF,65,65,65,35,69,49,60,18,5,2,1278,0,64570000
Kylian Modric,27,Colombia,Bayern Munich,Ligue 1,LM,95,96,98,83,93,99,99,48,16,14,3216,3,95660000
Luka Hernandez,22,Portugal,Barcelona,Bundesliga,LB,91,96,89,93,99,99,92,20,7,2,1100,3,92910000
Darwin Mendy,35,Spain,Al Nassr,La Liga,CM,89,89,99,84,89,84,99,28,9,9,2324,3,88750000
Marcus Fernandes,20,England,Al Hilal,La Liga,GK,54,55,46,46,47,61,51,39,11,7,2223,4,54550000
Ferran Becker,33,Brazil,Al Hilal,Saudi League,LB,69,69,82,59,73,56,58,19,5,6,1577,5,68590000
Jan Haaland,20,France,Al Hilal,Serie A,LW,81,81,93,97,74,94,94,36,13,10,3096,4,81250000
Paul Salah,40,Brazil,AC Milan,Bundesliga,RM,72,72,93,56,74,54,85,40,15,8,2240,0,71950000
Andre Ronaldo,30,Brazil,Manchester United,Eredivisie,CF,92,93,99,76,99,85,89,14,7,4,854,0,92150000
David Salah,20,Portugal,Real Madrid,Serie A,LB,52,52,37,58,47,41,53,26,7,9,2262,4,51950000
Eduardo Alcantara,20,Morocco,Sevilla,La Liga,LM,81,81,87,67,97,67,88,35,12,10,2660,1,81200000
Rodrygo Reus,38,Chile,Manchester United,Primeira Liga,GK,55,55,52,53,63,54,50,32,6,10,1984,3,54540000
Ederson Jota,22,Korea,AC Milan,Primeira Liga,CM,75,86,86,72,68,78,91,29,9,5,1972,2,79410000
Ilkay Alcantara,39,Italy,Liverpool,Ligue 1,ST,74,74,89,83,88,88,72,46,15,12,3542,4,73970000
Alisson De Bruyne,37,Spain,Barcelona,Eredivisie,CDM,68,78,75,78,68,64,62,30,10,6,1920,2,71760000
Robert Ter Stegen,18,USA,Bayern Munich,Eredivisie,CDM,74,78,72,70,88,86,67,26,7,6,1846,3,75590000
Achraf Rice,35,Uruguay,Barcelona,Saudi League,CF,61,63,61,73,67,58,63,22,9,6,1386,5,61550000
Ruben Haaland,28,Brazil,Atletico Madrid,Saudi League,CB,68,71,61,77,59,60,66,34,9,10,2822,0,69090000
Phil Messi,34,Japan,Al Nassr,Eredivisie,LM,69,77,67,69,78,77,62,43,16,12,2924,2,72320000
Gavi Junior,20,Korea,Sevilla,Premier League,RM,68,72,68,58,81,64,86,39,16,10,2535,1,70000000
Bernardo Pavard,28,Portugal,Manchester City,Saudi League,GK,83,92,99,64,75,94,83,20,7,5,1220,2,86390000
Federico Courtois,26,England,Chelsea,Saudi League,CDM,95,96,94,95,99,73,83,21,6,7,1806,3,95180000
Karim Pogba,26,Korea,Arsenal,Bundesliga,CDM,57,66,36,66,46,55,57,47,15,10,4183,3,60830000
Erling Havertz,24,USA,Real Madrid,Saudi League,RW,95,95,84,99,87,99,90,32,13,6,1920,1,95170000
Sergio Suarez,34,Belgium,Real Madrid,Bundesliga,RB,79,85,74,81,63,65,69,28,10,4,1932,2,81220000
Manuel Pogba,28,Brazil,Liverpool,Ligue 1,LW,78,79,90,75,82,64,91,49,15,15,3430,4,78590000
Eduardo Mbappe,18,England,Porto,Bundesliga,GK,79,79,69,68,76,76,94,17,3,2,1156,1,78790000
Sadio Haaland,27,USA,Inter Milan,Serie A,CB,82,82,77,71,66,99,65,25,10,6,1250,3,81960000
Phil Mount,36,Uruguay,Sevilla,Eredivisie,CF,83,83,66,96,99,84,90,43,14,15,3010,1,82980000
Karim Suarez,38,Morocco,Manchester United,Premier League,LM,79,85,93,85,75,63,76,40,9,10,3600,3,81090000
Andre Nunez,30,Belgium,Al Hilal,Bundesliga,CAM,73,78,89,84,92,79,70,15,3,1,1200,5,74550000
Manuel Junior,20,Brazil,Sevilla,Saudi League,RM,70,72,82,78,56,57,65,26,14,7,2002,5,71100000
Sergio Reus,34,Korea,Manchester City,Ligue 1,ST,68,75,65,56,73,63,71,43,14,14,2881,3,70820000
Jan Ter Stegen,28,Morocco,Manchester United,La Liga,CDM,86,86,99,88,89,89,84,38,13,10,2964,5,86090000
Rodrygo Mbappe,21,France,Real Madrid,La Liga,LB,67,77,65,74,79,63,71,15,2,0,930,4,70680000
Declan Reus,19,Belgium,PSG,Primeira Liga,CM,81,81,85,89,92,87,70,37,14,6,2035,3,81320000
Jude Silva,35,Korea,Ajax,Bundesliga,RB,60,64,68,56,78,57,72,36,12,5,3240,1,61500000
Ruben Nunez,17,Italy,Manchester City,Bundesliga,ST,84,89,59,92,95,78,92,29,11,5,1624,4,86210000
Jude Mendy,37,Belgium,Benfica,Primeira Liga,ST,65,67,77,61,60,80,35,31,9,7,2604,1,65510000
Joao Olmo,23,Belgium,Barcelona,La Liga,LM,84,84,99,86,95,77,63,40,13,10,2280,3,84190000
Robert Camavinga,37,Korea,Chelsea,Serie A,GK,68,68,66,63,64,50,57,27,12,6,2214,5,67860000
Sergio Rice,37,Morocco,Arsenal,La Liga,CM,50,55,52,35,48,64,64,46,12,8,2714,2,51860000
Andre Mahrez,28,Brazil,PSG,Serie A,LB,55,57,58,66,53,43,44,32,9,7,1920,4,55690000
Declan Busquets,25,Norway,Juventus,Bundesliga,GK,81,84,89,76,68,79,77,42,10,12,2352,2,82200000
Kylian Ter Stegen,22,Portugal,Arsenal,Premier League,CM,60,60,60,54,64,66,62,14,8,0,826,0,59960000
Eduardo Messi,30,Brazil,Porto,Primeira Liga,LM,73,79,74,81,83,62,96,27,7,6,1647,4,75150000
Kai Rice,28,Argentina,Ajax,Saudi League,CM,69,69,50,65,57,67,65,36,11,9,3132,0,68990000
Gavi Camavinga,25,Portugal,Al Hilal,Primeira Liga,CF,81,81,67,87,81,75,90,23,9,9,1449,1,80950000
Vinicius Foden,26,Japan,Al Nassr,Ligue 1,RW,83,89,84,80,70,79,57,26,9,2,1794,4,85330000
Mason Gundogan,35,Uruguay,Al Nassr,Primeira Liga,LB,77,80,79,79,71,79,67,14,5,3,980,0,77750000
Mohamed Nunez,17,Croatia,PSG,Serie A,RB,83,88,82,85,92,99,92,30,9,9,1740,0,85110000
Marcus Fernandes,20,USA,Al Hilal,Premier League,CF,73,73,59,65,49,63,71,22,8,0,1606,0,73000000
Erling Busquets,35,Japan,Ajax,Ligue 1,ST,62,62,62,52,42,75,60,31,7,6,2666,2,61650000
Angel Messi,40,Brazil,Al Nassr,Primeira Liga,LM,77,84,97,71,86,81,73,34,11,6,2346,0,79550000
Darwin Foden,31,Italy,Bayern Munich,Saudi League,RW,88,88,89,87,92,91,71,16,1,4,1360,2,87430000
Declan Olmo,40,Argentina,AC Milan,Ligue 1,CF,62,64,63,76,64,71,65,15,4,5,1140,5,62200000
Ruben Benzema,34,USA,Sevilla,Primeira Liga,CB,68,68,60,85,74,70,69,36,12,11,2808,4,67920000
Benjamin Jota,23,USA,Real Madrid,La Liga,LM,78,79,81,73,91,83,68,27,6,8,2052,3,78240000
Achraf Lewandowski,17,Portugal,Porto,Ligue 1,CDM,74,74,85,75,79,68,79,38,12,13,2052,1,74260000
Paul Courtois,24,Norway,Barcelona,La Liga,ST,83,90,96,77,93,91,85,39,11,7,3081,1,85870000
Alisson Pogba,22,Colombia,Chelsea,La Liga,RW,50,63,37,47,60,67,48,39,13,8,2652,4,55410000
Benjamin Pogba,17,Germany,Benfica,Primeira Liga,RM,68,69,54,63,69,55,74,34,10,8,1972,3,68560000
Sadio Suarez,38,Korea,Al Nassr,Bundesliga,LM,69,75,84,88,59,68,67,49,16,8,4263,2,71440000
Manuel Mendy,37,Spain,Chelsea,Saudi League,CF,74,79,67,77,49,75,82,46,13,11,3956,5,75910000
Marco Mendy,19,Colombia,Liverpool,Bundesliga,GK,51,53,49,39,58,38,57,44,16,13,2816,1,52220000
Manuel Kane,17,Japan,Inter Milan,Saudi League,LW,84,84,83,99,87,87,78,34,10,12,2890,4,84160000
Luis Dias,37,Argentina,Liverpool,Ligue 1,LM,74,75,59,64,77,67,66,30,11,10,2610,3,74210000
Marc Di Maria,31,Italy,Sevilla,La Liga,LM,52,58,72,49,65,54,50,33,10,4,2277,2,54280000
Reece Alcantara,18,Uruguay,Real Madrid,Ligue 1,RM,73,77,71,55,69,60,68,50,16,14,2650,5,75040000
Bernardo Nunez,23,Norway,Barcelona,Serie A,LW,85,93,87,72,84,94,79,31,10,5,2573,0,88240000
Ruben Lewandowski,29,Netherlands,Barcelona,Ligue 1,CF,76,78,47,70,72,79,62,46,14,10,2346,3,76920000
Marcus Fernandes,28,Argentina,Sevilla,Saudi League,RW,95,95,95,88,83,99,88,45,14,13,3060,0,95140000
Diogo Modric,24,Portugal,Al Hilal,Ligue 1,CM,84,89,86,65,74,74,76,49,14,13,3381,3,86220000
Phil Pogba,37,Japan,Al Hilal,Saudi League,CAM,50,55,35,49,63,35,35,27,9,5,1377,4,51710000
Vinicius Ronaldo,38,Italy,Atletico Madrid,Saudi League,CDM,63,64,61,50,65,54,74,50,14,13,3850,0,63340000
